"","ID.Ibex","Label","Response","FeatureMatch","Word1","Word2"
"34","663bab395c5db0c5bc0944d3","control_MaxMatch","25","MaxMatch","offend","despair"
"35","663bab395c5db0c5bc0944d3","control_Similar","99","SimilarControl","Speak","Talk"
"36","663bab395c5db0c5bc0944d3","test_ConceptualMatch","0","ConceptualMatchingOnly","twinkle","slash"
"37","663bab395c5db0c5bc0944d3","control_Dissimilar","0","DissimilarControl","Come","Go"
"38","663bab395c5db0c5bc0944d3","control_Similar","99","SimilarControl","Need","Require"
"39","663bab395c5db0c5bc0944d3","test_ConceptualMatch","1","ConceptualMatchingOnly","produce","crash"
"40","663bab395c5db0c5bc0944d3","control_Similar","93","SimilarControl","Use","Employ"
"41","663bab395c5db0c5bc0944d3","control_MaxMismatch","0","MaxMismatch","decorate","despair"
"42","663bab395c5db0c5bc0944d3","test_ConceptualMatch","0","ConceptualMatchingOnly","sculpt","corrode"
"43","663bab395c5db0c5bc0944d3","control_MaxMismatch","0","MaxMismatch","admire","hit"
"44","663bab395c5db0c5bc0944d3","control_MaxMatch","74","MaxMatch","build","decorate"
"45","663bab395c5db0c5bc0944d3","test_ValenceMatch","0","ValenceMatchingOnly","slash","dismay"
"46","663bab395c5db0c5bc0944d3","control_MaxMatch","81","MaxMatch","sculpt","decorate"
"47","663bab395c5db0c5bc0944d3","control_Dissimilar","0","DissimilarControl","Increase","Decrease"
"48","663bab395c5db0c5bc0944d3","test_ValenceMatch","23","ValenceMatchingOnly","clean","like"
"49","663bab395c5db0c5bc0944d3","control_MaxMatch","94","MaxMatch","appreciate","cherish"
"50","663bab395c5db0c5bc0944d3","control_Dissimilar","0","DissimilarControl","Add","Remove"
"51","663bab395c5db0c5bc0944d3","test_ValenceMatch","20","ValenceMatchingOnly","repair","admire"
"52","663bab395c5db0c5bc0944d3","control_Similar","99","SimilarControl","Ask","Inquire"
"53","663bab395c5db0c5bc0944d3","control_Dissimilar","0","DissimilarControl","Begin","End"
"54","663bab395c5db0c5bc0944d3","test_ConceptualMatch","0","ConceptualMatchingOnly","impress","embarrass"
"55","663bab395c5db0c5bc0944d3","control_MaxMismatch","0","MaxMismatch","adore","stain"
"56","663bab395c5db0c5bc0944d3","control_MaxMismatch","0","MaxMismatch","encourage","delete"
"57","663bab395c5db0c5bc0944d3","test_ConceptualMatch","3","ConceptualMatchingOnly","like","dismay"
"58","663bab395c5db0c5bc0944d3","control_MaxMismatch","0","MaxMismatch","clean","irritate"
"59","663bab395c5db0c5bc0944d3","control_MaxMismatch","0","MaxMismatch","adore","delete"
"60","663bab395c5db0c5bc0944d3","test_ConceptualMatch","0","ConceptualMatchingOnly","cherish","despair"
"61","58642f4de16d530001b34622","control_Dissimilar","0","DissimilarControl","Open","Close"
"62","58642f4de16d530001b34622","test_ConceptualMatch","0","ConceptualMatchingOnly","decorate","rust"
"63","58642f4de16d530001b34622","control_Dissimilar","0","DissimilarControl","Increase","Decrease"
"64","58642f4de16d530001b34622","control_Dissimilar","0","DissimilarControl","Push","Pull"
"65","58642f4de16d530001b34622","test_ValenceMatch","18","ValenceMatchingOnly","hit","dishonor"
"66","58642f4de16d530001b34622","control_Similar","99","SimilarControl","Use","Employ"
"67","58642f4de16d530001b34622","control_Similar","99","SimilarControl","Help","Assist"
"68","58642f4de16d530001b34622","test_ConceptualMatch","0","ConceptualMatchingOnly","clean","rust"
"69","58642f4de16d530001b34622","control_Similar","99","SimilarControl","Buy","Purchase"
"70","58642f4de16d530001b34622","control_MaxMatch","0","MaxMatch","cuddle","sculpt"
"71","58642f4de16d530001b34622","test_ConceptualMatch","0","ConceptualMatchingOnly","cherish","dread"
"72","58642f4de16d530001b34622","control_MaxMismatch","0","MaxMismatch","sculpt","dishonor"
"73","58642f4de16d530001b34622","control_MaxMatch","5","MaxMatch","caress","decorate"
"74","58642f4de16d530001b34622","test_ConceptualMatch","0","ConceptualMatchingOnly","reassure","dread"
"75","58642f4de16d530001b34622","control_Similar","99","SimilarControl","Need","Require"
"76","58642f4de16d530001b34622","control_Similar","99","SimilarControl","Show","Display"
"77","58642f4de16d530001b34622","test_ValenceMatch","13","ValenceMatchingOnly","slash","discourage"
"78","58642f4de16d530001b34622","control_MaxMismatch","0","MaxMismatch","encourage","slaughter"
"79","58642f4de16d530001b34622","control_MaxMatch","64","MaxMatch","crash","burn"
"80","58642f4de16d530001b34622","test_ValenceMatch","0","ValenceMatchingOnly","sculpt","content"
"81","58642f4de16d530001b34622","control_Similar","99","SimilarControl","Get","Obtain"
"82","58642f4de16d530001b34622","control_Similar","99","SimilarControl","Begin","Start"
"83","58642f4de16d530001b34622","test_ConceptualMatch","2","ConceptualMatchingOnly","twinkle","stain"
"84","58642f4de16d530001b34622","control_Dissimilar","1","DissimilarControl","Enter","Exit"
"85","58642f4de16d530001b34622","control_Similar","99","SimilarControl","Speak","Talk"
"86","58642f4de16d530001b34622","test_ValenceMatch","0","ValenceMatchingOnly","crash","embarrass"
"87","58642f4de16d530001b34622","control_Dissimilar","0","DissimilarControl","Begin","End"
"88","58642f4de16d530001b34622","control_MaxMatch","6","MaxMatch","despair","dishonor"
"89","58642f4de16d530001b34622","test_ValenceMatch","4","ValenceMatchingOnly","twinkle","cherish"
"90","58642f4de16d530001b34622","control_Dissimilar","0","DissimilarControl","Come","Go"
"91","58642f4de16d530001b34622","control_MaxMismatch","0","MaxMismatch","admire","burn"
"92","58642f4de16d530001b34622","test_ValenceMatch","0","ValenceMatchingOnly","build","impress"
"93","58642f4de16d530001b34622","control_Dissimilar","0","DissimilarControl","Arrive","Leave"
"94","58642f4de16d530001b34622","control_Dissimilar","0","DissimilarControl","Rise","Fall"
"95","58642f4de16d530001b34622","test_ConceptualMatch","1","ConceptualMatchingOnly","twinkle","crash"
"96","58642f4de16d530001b34622","control_MaxMismatch","0","MaxMismatch","twinkle","dread"
"97","58642f4de16d530001b34622","control_MaxMismatch","0","MaxMismatch","admire","crash"
"98","58642f4de16d530001b34622","test_ValenceMatch","2","ValenceMatchingOnly","decorate","content"
"99","58642f4de16d530001b34622","control_MaxMismatch","0","MaxMismatch","build","displease"
"100","58642f4de16d530001b34622","control_MaxMismatch","0","MaxMismatch","encourage","rust"
"101","58642f4de16d530001b34622","test_ConceptualMatch","0","ConceptualMatchingOnly","content","discourage"
"102","58642f4de16d530001b34622","control_MaxMatch","65","MaxMatch","burn","corrode"
"103","58642f4de16d530001b34622","control_MaxMatch","0","MaxMatch","rust","crash"
"104","58642f4de16d530001b34622","test_ConceptualMatch","0","ConceptualMatchingOnly","impress","dismay"
"105","58642f4de16d530001b34622","control_MaxMismatch","0","MaxMismatch","produce","criticize"
"106","58642f4de16d530001b34622","control_Similar","99","SimilarControl","Ask","Inquire"
"107","58642f4de16d530001b34622","test_ValenceMatch","0","ValenceMatchingOnly","build","admire"
"108","58642f4de16d530001b34622","control_MaxMatch","23","MaxMatch","displease","dread"
"109","58642f4de16d530001b34622","control_MaxMatch","0","MaxMatch","rust","slash"
"110","58642f4de16d530001b34622","test_ConceptualMatch","0","ConceptualMatchingOnly","clean","burn"
"111","58642f4de16d530001b34622","control_MaxMismatch","1","MaxMismatch","reassure","tear"
"112","58642f4de16d530001b34622","control_MaxMatch","69","MaxMatch","slaughter","delete"
"113","58642f4de16d530001b34622","test_ConceptualMatch","1","ConceptualMatchingOnly","cherish","despair"
"114","58642f4de16d530001b34622","control_MaxMatch","61","MaxMatch","encourage","cherish"
"115","58642f4de16d530001b34622","control_Similar","99","SimilarControl","End","Finish"
"116","58642f4de16d530001b34622","test_ValenceMatch","0","ValenceMatchingOnly","stain","dishonor"
"117","58642f4de16d530001b34622","control_Dissimilar","0","DissimilarControl","Give","Take"
"118","58642f4de16d530001b34622","control_MaxMismatch","0","MaxMismatch","hug","despair"
"119","58642f4de16d530001b34622","test_ValenceMatch","1","ValenceMatchingOnly","slash","embarrass"
"120","58642f4de16d530001b34622","control_Dissimilar","0","DissimilarControl","Add","Remove"
"121","63d7b81d79044b73bfb50952","control_MaxMismatch","0","MaxMismatch","sculpt","discourage"
"122","63d7b81d79044b73bfb50952","test_ConceptualMatch","0","ConceptualMatchingOnly","hug","slash"
"123","63d7b81d79044b73bfb50952","control_Dissimilar","0","DissimilarControl","Rise","Fall"
"124","63d7b81d79044b73bfb50952","control_Dissimilar","0","DissimilarControl","Push","Pull"
"125","63d7b81d79044b73bfb50952","test_ConceptualMatch","44","ConceptualMatchingOnly","twinkle","tear"
"126","63d7b81d79044b73bfb50952","control_MaxMatch","25","MaxMatch","slaughter","hit"
"127","63d7b81d79044b73bfb50952","control_MaxMismatch","16","MaxMismatch","adore","stain"
"128","63d7b81d79044b73bfb50952","test_ValenceMatch","88","ValenceMatchingOnly","tear","dismay"
"129","63d7b81d79044b73bfb50952","control_Dissimilar","0","DissimilarControl","Begin","End"
"130","63d7b81d79044b73bfb50952","control_MaxMatch","19","MaxMatch","burn","stain"
"131","63d7b81d79044b73bfb50952","test_ValenceMatch","70","ValenceMatchingOnly","produce","admire"
"132","63d7b81d79044b73bfb50952","control_Similar","99","SimilarControl","Help","Assist"
"133","63d7b81d79044b73bfb50952","control_Similar","99","SimilarControl","Begin","Start"
"134","63d7b81d79044b73bfb50952","test_ConceptualMatch","0","ConceptualMatchingOnly","admire","dismay"
"135","63d7b81d79044b73bfb50952","control_Dissimilar","0","DissimilarControl","Increase","Decrease"
"136","63d7b81d79044b73bfb50952","control_Similar","99","SimilarControl","Ask","Inquire"
"137","63d7b81d79044b73bfb50952","test_ValenceMatch","71","ValenceMatchingOnly","clean","reassure"
"138","63d7b81d79044b73bfb50952","control_Dissimilar","72","DissimilarControl","Come","Go"
"139","63d7b81d79044b73bfb50952","control_MaxMatch","16","MaxMatch","content","encourage"
"140","63d7b81d79044b73bfb50952","test_ValenceMatch","0","ValenceMatchingOnly","rust","dread"
"141","63d7b81d79044b73bfb50952","control_MaxMatch","26","MaxMatch","despair","criticize"
"142","63d7b81d79044b73bfb50952","control_MaxMatch","0","MaxMatch","irritate","criticize"
"143","63d7b81d79044b73bfb50952","test_ConceptualMatch","0","ConceptualMatchingOnly","decorate","delete"
"144","63d7b81d79044b73bfb50952","control_Similar","99","SimilarControl","Get","Obtain"
"145","63d7b81d79044b73bfb50952","control_MaxMismatch","0","MaxMismatch","like","delete"
"146","63d7b81d79044b73bfb50952","test_ConceptualMatch","10","ConceptualMatchingOnly","build","hit"
"147","63d7b81d79044b73bfb50952","control_Dissimilar","0","DissimilarControl","Add","Remove"
"148","63d7b81d79044b73bfb50952","control_MaxMatch","97","MaxMatch","offend","irritate"
"149","63d7b81d79044b73bfb50952","test_ValenceMatch","11","ValenceMatchingOnly","stain","embarrass"
"150","63d7b81d79044b73bfb50952","control_MaxMismatch","17","MaxMismatch","build","irritate"
"151","63d7b81d79044b73bfb50952","control_MaxMismatch","0","MaxMismatch","cherish","stain"
"152","63d7b81d79044b73bfb50952","test_ConceptualMatch","28","ConceptualMatchingOnly","cherish","embarrass"
"153","63d7b81d79044b73bfb50952","control_Similar","91","SimilarControl","Use","Employ"
"154","63d7b81d79044b73bfb50952","control_MaxMatch","22","MaxMatch","irritate","discourage"
"155","63d7b81d79044b73bfb50952","test_ValenceMatch","84","ValenceMatchingOnly","cuddle","content"
"156","63d7b81d79044b73bfb50952","control_Dissimilar","0","DissimilarControl","Arrive","Leave"
"157","63d7b81d79044b73bfb50952","control_MaxMismatch","1","MaxMismatch","hug","offend"
"158","63d7b81d79044b73bfb50952","test_ValenceMatch","0","ValenceMatchingOnly","stain","discourage"
"159","63d7b81d79044b73bfb50952","control_Similar","99","SimilarControl","Show","Display"
"160","63d7b81d79044b73bfb50952","control_Similar","99","SimilarControl","Buy","Purchase"
"161","63d7b81d79044b73bfb50952","test_ConceptualMatch","0","ConceptualMatchingOnly","build","delete"
"162","63d7b81d79044b73bfb50952","control_MaxMismatch","0","MaxMismatch","cherish","slash"
"163","63d7b81d79044b73bfb50952","control_MaxMatch","99","MaxMatch","adore","cherish"
"164","63d7b81d79044b73bfb50952","test_ValenceMatch","12","ValenceMatchingOnly","produce","cherish"
"165","63d7b81d79044b73bfb50952","control_Dissimilar","0","DissimilarControl","Open","Close"
"166","63d7b81d79044b73bfb50952","control_MaxMismatch","0","MaxMismatch","build","offend"
"167","63d7b81d79044b73bfb50952","test_ValenceMatch","15","ValenceMatchingOnly","build","cherish"
"168","63d7b81d79044b73bfb50952","control_MaxMatch","65","MaxMatch","encourage","appreciate"
"169","63d7b81d79044b73bfb50952","control_Dissimilar","0","DissimilarControl","Give","Take"
"170","63d7b81d79044b73bfb50952","test_ConceptualMatch","28","ConceptualMatchingOnly","sculpt","crash"
"171","63d7b81d79044b73bfb50952","control_Similar","99","SimilarControl","Need","Require"
"172","63d7b81d79044b73bfb50952","control_Similar","99","SimilarControl","End","Finish"
"173","63d7b81d79044b73bfb50952","test_ValenceMatch","9","ValenceMatchingOnly","hug","impress"
"174","63d7b81d79044b73bfb50952","control_Similar","99","SimilarControl","Speak","Talk"
"175","63d7b81d79044b73bfb50952","control_MaxMismatch","0","MaxMismatch","produce","criticize"
"176","63d7b81d79044b73bfb50952","test_ConceptualMatch","0","ConceptualMatchingOnly","reassure","dishonor"
"177","63d7b81d79044b73bfb50952","control_MaxMismatch","0","MaxMismatch","sculpt","despair"
"178","63d7b81d79044b73bfb50952","control_MaxMatch","0","MaxMatch","despair","dismay"
"179","63d7b81d79044b73bfb50952","test_ConceptualMatch","0","ConceptualMatchingOnly","appreciate","dishonor"
"180","63d7b81d79044b73bfb50952","control_Dissimilar","0","DissimilarControl","Enter","Exit"
"181","67e8e88ed0713752dc570969","control_MaxMismatch","51","MaxMismatch","twinkle","offend"
"182","67e8e88ed0713752dc570969","test_ConceptualMatch","7","ConceptualMatchingOnly","admire","dishonor"
"183","67e8e88ed0713752dc570969","control_Dissimilar","0","DissimilarControl","Add","Remove"
"184","67e8e88ed0713752dc570969","control_Similar","99","SimilarControl","Ask","Inquire"
"185","67e8e88ed0713752dc570969","test_ConceptualMatch","0","ConceptualMatchingOnly","impress","embarrass"
"186","67e8e88ed0713752dc570969","control_MaxMismatch","23","MaxMismatch","encourage","slash"
"187","67e8e88ed0713752dc570969","control_Similar","95","SimilarControl","Help","Assist"
"188","67e8e88ed0713752dc570969","test_ValenceMatch","6","ValenceMatchingOnly","repair","appreciate"
"189","67e8e88ed0713752dc570969","control_Similar","97","SimilarControl","Use","Employ"
"190","67e8e88ed0713752dc570969","control_Similar","99","SimilarControl","Speak","Talk"
"191","67e8e88ed0713752dc570969","test_ValenceMatch","76","ValenceMatchingOnly","caress","encourage"
"192","67e8e88ed0713752dc570969","control_Similar","99","SimilarControl","Show","Display"
"193","67e8e88ed0713752dc570969","control_MaxMatch","5","MaxMatch","irritate","embarrass"
"194","67e8e88ed0713752dc570969","test_ValenceMatch","1","ValenceMatchingOnly","slash","dread"
"195","67e8e88ed0713752dc570969","control_Dissimilar","0","DissimilarControl","Open","Close"
"196","67e8e88ed0713752dc570969","control_Similar","91","SimilarControl","Buy","Purchase"
"197","67e8e88ed0713752dc570969","test_ConceptualMatch","32","ConceptualMatchingOnly","admire","dismay"
"198","67e8e88ed0713752dc570969","control_Dissimilar","4","DissimilarControl","Begin","End"
"199","67e8e88ed0713752dc570969","control_Dissimilar","3","DissimilarControl","Push","Pull"
"200","67e8e88ed0713752dc570969","test_ValenceMatch","30","ValenceMatchingOnly","twinkle","adore"
"201","67e8e88ed0713752dc570969","control_MaxMismatch","73","MaxMismatch","content","corrode"
"202","67e8e88ed0713752dc570969","control_Similar","93","SimilarControl","Begin","Start"
"203","67e8e88ed0713752dc570969","test_ValenceMatch","85","ValenceMatchingOnly","hug","impress"
"204","67e8e88ed0713752dc570969","control_MaxMismatch","0","MaxMismatch","hug","irritate"
"205","67e8e88ed0713752dc570969","control_MaxMismatch","5","MaxMismatch","respect","hit"
"206","67e8e88ed0713752dc570969","test_ConceptualMatch","4","ConceptualMatchingOnly","sculpt","corrode"
"207","67e8e88ed0713752dc570969","control_Dissimilar","2","DissimilarControl","Come","Go"
"208","67e8e88ed0713752dc570969","control_MaxMatch","22","MaxMatch","displease","criticize"
"209","67e8e88ed0713752dc570969","test_ConceptualMatch","73","ConceptualMatchingOnly","cuddle","stain"
"210","67e8e88ed0713752dc570969","control_Dissimilar","13","DissimilarControl","Give","Take"
"211","67e8e88ed0713752dc570969","control_Dissimilar","0","DissimilarControl","Increase","Decrease"
"212","67e8e88ed0713752dc570969","test_ValenceMatch","15","ValenceMatchingOnly","delete","criticize"
"213","67e8e88ed0713752dc570969","control_Similar","96","SimilarControl","Get","Obtain"
"214","67e8e88ed0713752dc570969","control_MaxMatch","71","MaxMatch","slaughter","crash"
"215","67e8e88ed0713752dc570969","test_ConceptualMatch","33","ConceptualMatchingOnly","repair","slash"
"216","67e8e88ed0713752dc570969","control_MaxMismatch","7","MaxMismatch","caress","offend"
"217","67e8e88ed0713752dc570969","control_MaxMatch","97","MaxMatch","admire","cherish"
"218","67e8e88ed0713752dc570969","test_ConceptualMatch","21","ConceptualMatchingOnly","sculpt","slaughter"
"219","67e8e88ed0713752dc570969","control_MaxMismatch","8","MaxMismatch","cuddle","offend"
"220","67e8e88ed0713752dc570969","control_Similar","92","SimilarControl","Need","Require"
"221","67e8e88ed0713752dc570969","test_ConceptualMatch","5","ConceptualMatchingOnly","produce","crash"
"222","67e8e88ed0713752dc570969","control_MaxMatch","7","MaxMatch","slash","hit"
"223","67e8e88ed0713752dc570969","control_MaxMatch","75","MaxMatch","offend","criticize"
"224","67e8e88ed0713752dc570969","test_ConceptualMatch","5","ConceptualMatchingOnly","reassure","offend"
"225","67e8e88ed0713752dc570969","control_MaxMismatch","6","MaxMismatch","cuddle","dread"
"226","67e8e88ed0713752dc570969","control_MaxMatch","11","MaxMatch","build","hug"
"227","67e8e88ed0713752dc570969","test_ValenceMatch","76","ValenceMatchingOnly","hit","irritate"
"228","67e8e88ed0713752dc570969","control_Similar","97","SimilarControl","End","Finish"
"229","67e8e88ed0713752dc570969","control_MaxMatch","61","MaxMatch","produce","decorate"
"230","67e8e88ed0713752dc570969","test_ValenceMatch","83","ValenceMatchingOnly","cuddle","appreciate"
"231","67e8e88ed0713752dc570969","control_MaxMatch","67","MaxMatch","hug","produce"
"232","67e8e88ed0713752dc570969","control_Dissimilar","0","DissimilarControl","Arrive","Leave"
"233","67e8e88ed0713752dc570969","test_ValenceMatch","59","ValenceMatchingOnly","corrode","discourage"
"234","67e8e88ed0713752dc570969","control_MaxMatch","82","MaxMatch","crash","tear"
"235","67e8e88ed0713752dc570969","control_Dissimilar","0","DissimilarControl","Rise","Fall"
"236","67e8e88ed0713752dc570969","test_ConceptualMatch","15","ConceptualMatchingOnly","appreciate","despair"
"237","67e8e88ed0713752dc570969","control_MaxMismatch","4","MaxMismatch","appreciate","burn"
"238","67e8e88ed0713752dc570969","control_Dissimilar","0","DissimilarControl","Enter","Exit"
"239","67e8e88ed0713752dc570969","test_ValenceMatch","79","ValenceMatchingOnly","clean","impress"
"240","67e8e88ed0713752dc570969","control_MaxMismatch","0","MaxMismatch","cuddle","embarrass"
"241","63069f585b35a5ec752fcd30","control_Dissimilar","0","DissimilarControl","Rise","Fall"
"242","63069f585b35a5ec752fcd30","control_MaxMatch","0","MaxMatch","cuddle","repair"
"243","63069f585b35a5ec752fcd30","test_ValenceMatch","6","ValenceMatchingOnly","stain","dishonor"
"244","63069f585b35a5ec752fcd30","control_Similar","99","SimilarControl","Speak","Talk"
"245","63069f585b35a5ec752fcd30","control_MaxMatch","11","MaxMatch","cuddle","produce"
"246","63069f585b35a5ec752fcd30","test_ConceptualMatch","6","ConceptualMatchingOnly","appreciate","criticize"
"247","63069f585b35a5ec752fcd30","control_MaxMatch","4","MaxMatch","content","adore"
"248","63069f585b35a5ec752fcd30","control_Dissimilar","3","DissimilarControl","Arrive","Leave"
"249","63069f585b35a5ec752fcd30","test_ConceptualMatch","3","ConceptualMatchingOnly","caress","rust"
"250","63069f585b35a5ec752fcd30","control_MaxMismatch","0","MaxMismatch","adore","crash"
"251","63069f585b35a5ec752fcd30","control_MaxMatch","99","MaxMatch","adore","cherish"
"252","63069f585b35a5ec752fcd30","test_ValenceMatch","7","ValenceMatchingOnly","corrode","displease"
"253","63069f585b35a5ec752fcd30","control_Dissimilar","0","DissimilarControl","Push","Pull"
"254","63069f585b35a5ec752fcd30","control_MaxMismatch","11","MaxMismatch","respect","hit"
"255","63069f585b35a5ec752fcd30","test_ConceptualMatch","0","ConceptualMatchingOnly","impress","displease"
"256","63069f585b35a5ec752fcd30","control_Dissimilar","1","DissimilarControl","Begin","End"
"257","63069f585b35a5ec752fcd30","control_Similar","99","SimilarControl","Begin","Start"
"258","63069f585b35a5ec752fcd30","test_ConceptualMatch","14","ConceptualMatchingOnly","encourage","criticize"
"259","63069f585b35a5ec752fcd30","control_MaxMismatch","1","MaxMismatch","sculpt","irritate"
"260","63069f585b35a5ec752fcd30","control_Dissimilar","4","DissimilarControl","Add","Remove"
"261","63069f585b35a5ec752fcd30","test_ValenceMatch","99","ValenceMatchingOnly","hug","cherish"
"262","63069f585b35a5ec752fcd30","control_Similar","96","SimilarControl","Show","Display"
"263","63069f585b35a5ec752fcd30","control_MaxMismatch","5","MaxMismatch","sculpt","displease"
"264","63069f585b35a5ec752fcd30","test_ConceptualMatch","10","ConceptualMatchingOnly","twinkle","delete"
"265","63069f585b35a5ec752fcd30","control_MaxMatch","12","MaxMatch","slash","corrode"
"266","63069f585b35a5ec752fcd30","control_MaxMismatch","7","MaxMismatch","decorate","dishonor"
"267","63069f585b35a5ec752fcd30","test_ValenceMatch","5","ValenceMatchingOnly","corrode","dread"
"268","63069f585b35a5ec752fcd30","control_Similar","15","SimilarControl","Use","Employ"
"269","63069f585b35a5ec752fcd30","control_Similar","99","SimilarControl","End","Finish"
"270","63069f585b35a5ec752fcd30","test_ValenceMatch","10","ValenceMatchingOnly","stain","embarrass"
"271","63069f585b35a5ec752fcd30","control_Similar","95","SimilarControl","Help","Assist"
"272","63069f585b35a5ec752fcd30","control_Dissimilar","5","DissimilarControl","Enter","Exit"
"273","63069f585b35a5ec752fcd30","test_ValenceMatch","0","ValenceMatchingOnly","rust","dishonor"
"274","63069f585b35a5ec752fcd30","control_MaxMatch","94","MaxMatch","encourage","impress"
"275","63069f585b35a5ec752fcd30","control_Dissimilar","0","DissimilarControl","Come","Go"
"276","63069f585b35a5ec752fcd30","test_ConceptualMatch","0","ConceptualMatchingOnly","appreciate","irritate"
"277","63069f585b35a5ec752fcd30","control_MaxMismatch","4","MaxMismatch","like","slash"
"278","63069f585b35a5ec752fcd30","control_Similar","91","SimilarControl","Get","Obtain"
"279","63069f585b35a5ec752fcd30","test_ConceptualMatch","5","ConceptualMatchingOnly","produce","slaughter"
"280","63069f585b35a5ec752fcd30","control_MaxMismatch","0","MaxMismatch","like","rust"
"281","63069f585b35a5ec752fcd30","control_MaxMismatch","0","MaxMismatch","like","stain"
"282","63069f585b35a5ec752fcd30","test_ConceptualMatch","0","ConceptualMatchingOnly","like","dishonor"
"283","63069f585b35a5ec752fcd30","control_Similar","97","SimilarControl","Buy","Purchase"
"284","63069f585b35a5ec752fcd30","control_Dissimilar","4","DissimilarControl","Increase","Decrease"
"285","63069f585b35a5ec752fcd30","test_ValenceMatch","8","ValenceMatchingOnly","crash","displease"
"286","63069f585b35a5ec752fcd30","control_Dissimilar","4","DissimilarControl","Open","Close"
"287","63069f585b35a5ec752fcd30","control_Similar","96","SimilarControl","Need","Require"
"288","63069f585b35a5ec752fcd30","test_ValenceMatch","0","ValenceMatchingOnly","cuddle","content"
"289","63069f585b35a5ec752fcd30","control_MaxMismatch","4","MaxMismatch","hug","dread"
"290","63069f585b35a5ec752fcd30","control_MaxMatch","5","MaxMatch","offend","dishonor"
"291","63069f585b35a5ec752fcd30","test_ValenceMatch","5","ValenceMatchingOnly","corrode","criticize"
"292","63069f585b35a5ec752fcd30","control_MaxMatch","9","MaxMatch","despair","dread"
"293","63069f585b35a5ec752fcd30","control_MaxMismatch","0","MaxMismatch","encourage","corrode"
"294","63069f585b35a5ec752fcd30","test_ConceptualMatch","8","ConceptualMatchingOnly","caress","crash"
"295","63069f585b35a5ec752fcd30","control_MaxMatch","98","MaxMatch","like","admire"
"296","63069f585b35a5ec752fcd30","control_MaxMatch","99","MaxMatch","decorate","clean"
"297","63069f585b35a5ec752fcd30","test_ValenceMatch","93","ValenceMatchingOnly","caress","impress"
