"","ID.Ibex","Label","Response","FeatureMatch","Word1","Word2","WordPair","Conceptual","Valence"
"30","6629399343a821d14a29e076","control_MaxMatch_Positive_Concrete","33","MaxMatch","newborn","blooming","newborn-blooming","ConcreteMatch","PositiveMatch"
"31","6629399343a821d14a29e076","control_MaxMatch_Positive_Abstract","0","MaxMatch","splendid","sensible","splendid-sensible","AbstractMatch","PositiveMatch"
"32","6629399343a821d14a29e076","test_ValenceMatch_Negative","0","ValenceMatchingOnly","sinful","thorny","sinful-thorny","AbstractMismatch","NegativeMatch"
"33","6629399343a821d14a29e076","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","worthless","sensible","worthless-sensible","ConceptualMatch:abstract","NegativeMismatch"
"34","6629399343a821d14a29e076","control_Dissimilar","0","DissimilarControl","arrive","leave","arrive-leave","",""
"35","6629399343a821d14a29e076","control_MaxMatch_Negative_Abstract","60","MaxMatch","heartless","sinful","heartless-sinful","AbstractMatch","NegativeMatch"
"36","6629399343a821d14a29e076","control_MaxMismatch","0","MaxMismatch","divine","hairy","divine-hairy","AbstractMismatch","PositiveMismatch"
"37","6629399343a821d14a29e076","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","lilac","dirty","lilac-dirty","ConceptualMatch:concrete","PositiveMismatch"
"38","6629399343a821d14a29e076","control_MaxMatch_Negative_Concrete","0","MaxMatch","wrinkled","freezing","wrinkled-freezing","ConcreteMatch","NegativeMatch"
"39","6629399343a821d14a29e076","test_ValenceMatch_Positive","0","ValenceMatchingOnly","orange","possible","orange-possible","ConcreteMismatch","PositiveMatch"
"40","6629399343a821d14a29e076","control_Similar","99","SimilarControl","begin","start","begin-start","",""
"41","6629399343a821d14a29e076","control_Dissimilar","0","DissimilarControl","open","close","open-close","",""
"42","6629399343a821d14a29e076","control_Similar","99","SimilarControl","ask","inquire","ask-inquire","",""
"43","6629399343a821d14a29e076","control_MaxMatch_Positive_Concrete","37","MaxMatch","human","handmade","human-handmade","ConcreteMatch","PositiveMatch"
"44","6629399343a821d14a29e076","control_MaxMatch_Positive_Abstract","0","MaxMatch","honest","possible","honest-possible","AbstractMatch","PositiveMatch"
"45","6629399343a821d14a29e076","test_ValenceMatch_Negative","0","ValenceMatchingOnly","heartless","thorny","heartless-thorny","AbstractMismatch","NegativeMatch"
"46","6629399343a821d14a29e076","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","stupid","honest","stupid-honest","ConceptualMatch:abstract","NegativeMismatch"
"47","6629399343a821d14a29e076","control_Dissimilar","0","DissimilarControl","begin","end","begin-end","",""
"48","6629399343a821d14a29e076","control_MaxMatch_Negative_Abstract","0","MaxMatch","crappy","disloyal","crappy-disloyal","AbstractMatch","NegativeMatch"
"49","6629399343a821d14a29e076","control_MaxMismatch","0","MaxMismatch","sensible","bloody","sensible-bloody","AbstractMismatch","PositiveMismatch"
"50","6629399343a821d14a29e076","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","lilac","bloodshot","lilac-bloodshot","ConceptualMatch:concrete","PositiveMismatch"
"51","6629399343a821d14a29e076","control_MaxMatch_Negative_Concrete","0","MaxMatch","toothless","rusted","toothless-rusted","ConcreteMatch","NegativeMatch"
"52","6629399343a821d14a29e076","test_ValenceMatch_Positive","0","ValenceMatchingOnly","sunny","mindful","sunny-mindful","ConcreteMismatch","PositiveMatch"
"53","6629399343a821d14a29e076","control_Similar","77","SimilarControl","use","employ","use-employ","",""
"54","6629399343a821d14a29e076","control_Dissimilar","0","DissimilarControl","enter","exit","enter-exit","",""
"55","6629399343a821d14a29e076","control_Similar","99","SimilarControl","buy","purchase","buy-purchase","",""
"56","6629399343a821d14a29e076","control_MaxMatch_Positive_Concrete","0","MaxMatch","female","newborn","female-newborn","ConcreteMatch","PositiveMatch"
"57","6629399343a821d14a29e076","control_MaxMatch_Positive_Abstract","32","MaxMatch","thankful","splendid","thankful-splendid","AbstractMatch","PositiveMatch"
"58","6629399343a821d14a29e076","test_ValenceMatch_Negative","0","ValenceMatchingOnly","disloyal","wrinkled","disloyal-wrinkled","AbstractMismatch","NegativeMatch"
"59","6629399343a821d14a29e076","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","sexist","sensible","sexist-sensible","ConceptualMatch:abstract","NegativeMismatch"
"60","6629399343a821d14a29e076","control_Dissimilar","0","DissimilarControl","come","go","come-go","",""
"61","6629399343a821d14a29e076","control_MaxMatch_Negative_Abstract","0","MaxMatch","soulless","sexist","soulless-sexist","AbstractMatch","NegativeMatch"
"62","6629399343a821d14a29e076","control_MaxMismatch","0","MaxMismatch","splendid","bloody","splendid-bloody","AbstractMismatch","PositiveMismatch"
"63","6629399343a821d14a29e076","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","orange","headless","orange-headless","ConceptualMatch:concrete","PositiveMismatch"
"64","6629399343a821d14a29e076","control_MaxMatch_Negative_Concrete","0","MaxMatch","headless","dirty","headless-dirty","ConcreteMatch","NegativeMatch"
"65","6629399343a821d14a29e076","test_ValenceMatch_Positive","0","ValenceMatchingOnly","sunny","honest","sunny-honest","ConcreteMismatch","PositiveMatch"
"66","67e830bb6eaebc236b9cd37e","control_Dissimilar","76","DissimilarControl","come","go","come-go","",""
"67","67e830bb6eaebc236b9cd37e","control_Similar","99","SimilarControl","end","finish","end-finish","",""
"68","67e830bb6eaebc236b9cd37e","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","starry","toothless","starry-toothless","ConceptualMatch:concrete","PositiveMismatch"
"69","67e830bb6eaebc236b9cd37e","control_MaxMatch_Negative_Concrete","0","MaxMatch","rusted","wrinkled","rusted-wrinkled","ConcreteMatch","NegativeMatch"
"70","67e830bb6eaebc236b9cd37e","control_Dissimilar","4","DissimilarControl","begin","end","begin-end","",""
"71","67e830bb6eaebc236b9cd37e","test_ConceptualMatch_Abstract","1","ConceptualMatchingOnly","sexist","honest","sexist-honest","ConceptualMatch:abstract","NegativeMismatch"
"72","67e830bb6eaebc236b9cd37e","control_MaxMismatch","0","MaxMismatch","sensible","bloody","sensible-bloody","AbstractMismatch","PositiveMismatch"
"73","67e830bb6eaebc236b9cd37e","control_MaxMatch_Positive_Concrete","0","MaxMatch","newborn","blooming","newborn-blooming","ConcreteMatch","PositiveMatch"
"74","67e830bb6eaebc236b9cd37e","test_ValenceMatch_Negative","0","ValenceMatchingOnly","soulless","freezing","soulless-freezing","AbstractMismatch","NegativeMatch"
"75","67e830bb6eaebc236b9cd37e","control_MaxMatch_Negative_Abstract","0","MaxMatch","crappy","disloyal","crappy-disloyal","AbstractMatch","NegativeMatch"
"76","67e830bb6eaebc236b9cd37e","control_MaxMatch_Positive_Abstract","0","MaxMatch","sensible","pleasant","sensible-pleasant","AbstractMatch","PositiveMatch"
"77","67e830bb6eaebc236b9cd37e","control_Similar","99","SimilarControl","use","employ","use-employ","",""
"78","67e830bb6eaebc236b9cd37e","test_ValenceMatch_Positive","0","ValenceMatchingOnly","lilac","splendid","lilac-splendid","ConcreteMismatch","PositiveMatch"
"79","67e830bb6eaebc236b9cd37e","control_Dissimilar","0","DissimilarControl","give","take","give-take","",""
"80","67e830bb6eaebc236b9cd37e","control_Similar","99","SimilarControl","help","assist","help-assist","",""
"81","67e830bb6eaebc236b9cd37e","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","starry","thorny","starry-thorny","ConceptualMatch:concrete","PositiveMismatch"
"82","67e830bb6eaebc236b9cd37e","control_MaxMatch_Negative_Concrete","0","MaxMatch","rusted","hairy","rusted-hairy","ConcreteMatch","NegativeMatch"
"83","67e830bb6eaebc236b9cd37e","control_Dissimilar","0","DissimilarControl","arrive","leave","arrive-leave","",""
"84","67e830bb6eaebc236b9cd37e","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","sinful","divine","sinful-divine","ConceptualMatch:abstract","NegativeMismatch"
"85","67e830bb6eaebc236b9cd37e","control_MaxMismatch","0","MaxMismatch","pleasant","hairy","pleasant-hairy","AbstractMismatch","PositiveMismatch"
"86","67e830bb6eaebc236b9cd37e","control_MaxMatch_Positive_Concrete","0","MaxMatch","starry","pregnant","starry-pregnant","ConcreteMatch","PositiveMatch"
"87","67e830bb6eaebc236b9cd37e","test_ValenceMatch_Negative","0","ValenceMatchingOnly","disloyal","rusted","disloyal-rusted","AbstractMismatch","NegativeMatch"
"88","67e830bb6eaebc236b9cd37e","control_MaxMatch_Negative_Abstract","0","MaxMatch","soulless","stupid","soulless-stupid","AbstractMatch","NegativeMatch"
"89","67e830bb6eaebc236b9cd37e","control_MaxMatch_Positive_Abstract","0","MaxMatch","honest","helpful","honest-helpful","AbstractMatch","PositiveMatch"
"90","67e830bb6eaebc236b9cd37e","control_Similar","99","SimilarControl","begin","start","begin-start","",""
"91","67e830bb6eaebc236b9cd37e","test_ValenceMatch_Positive","0","ValenceMatchingOnly","pregnant","splendid","pregnant-splendid","ConcreteMismatch","PositiveMatch"
"92","67e830bb6eaebc236b9cd37e","control_Dissimilar","0","DissimilarControl","open","close","open-close","",""
"93","67e830bb6eaebc236b9cd37e","control_Similar","99","SimilarControl","need","require","need-require","",""
"94","67e830bb6eaebc236b9cd37e","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","blooming","hairy","blooming-hairy","ConceptualMatch:concrete","PositiveMismatch"
"95","67e830bb6eaebc236b9cd37e","control_MaxMatch_Negative_Concrete","0","MaxMatch","dirty","wrinkled","dirty-wrinkled","ConcreteMatch","NegativeMatch"
"96","67e830bb6eaebc236b9cd37e","control_Dissimilar","0","DissimilarControl","enter","exit","enter-exit","",""
"97","67e830bb6eaebc236b9cd37e","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","soulless","honest","soulless-honest","ConceptualMatch:abstract","NegativeMismatch"
"98","67e830bb6eaebc236b9cd37e","control_MaxMismatch","0","MaxMismatch","splendid","rusted","splendid-rusted","AbstractMismatch","PositiveMismatch"
"99","67e830bb6eaebc236b9cd37e","control_MaxMatch_Positive_Concrete","0","MaxMatch","sunny","female","sunny-female","ConcreteMatch","PositiveMatch"
"100","67e830bb6eaebc236b9cd37e","test_ValenceMatch_Negative","1","ValenceMatchingOnly","disloyal","freezing","disloyal-freezing","AbstractMismatch","NegativeMatch"
"101","67e830bb6eaebc236b9cd37e","control_MaxMatch_Negative_Abstract","1","MaxMatch","crappy","stupid","crappy-stupid","AbstractMatch","NegativeMatch"
"102","67e830bb6eaebc236b9cd37e","control_MaxMatch_Positive_Abstract","3","MaxMatch","splendid","pleasant","splendid-pleasant","AbstractMatch","PositiveMatch"
"103","67e830bb6eaebc236b9cd37e","control_Similar","99","SimilarControl","get","obtain","get-obtain","",""
"104","67e830bb6eaebc236b9cd37e","test_ValenceMatch_Positive","0","ValenceMatchingOnly","human","splendid","human-splendid","ConcreteMismatch","PositiveMatch"
"105","67e830bb6eaebc236b9cd37e","control_Dissimilar","0","DissimilarControl","increase","decrease","increase-decrease","",""
"106","67e830bb6eaebc236b9cd37e","control_Similar","99","SimilarControl","speak","talk","speak-talk","",""
"107","67e830bb6eaebc236b9cd37e","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","human","hairy","human-hairy","ConceptualMatch:concrete","PositiveMismatch"
"108","67e830bb6eaebc236b9cd37e","control_MaxMatch_Negative_Concrete","0","MaxMatch","headless","freezing","headless-freezing","ConcreteMatch","NegativeMatch"
"109","67e830bb6eaebc236b9cd37e","control_Dissimilar","0","DissimilarControl","rise","fall","rise-fall","",""
"110","67e830bb6eaebc236b9cd37e","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","crappy","sensible","crappy-sensible","ConceptualMatch:abstract","NegativeMismatch"
"111","67e830bb6eaebc236b9cd37e","control_MaxMismatch","0","MaxMismatch","honest","dirty","honest-dirty","AbstractMismatch","PositiveMismatch"
"112","67e830bb6eaebc236b9cd37e","control_MaxMatch_Positive_Concrete","0","MaxMatch","lilac","blooming","lilac-blooming","ConcreteMatch","PositiveMatch"
"113","67e830bb6eaebc236b9cd37e","test_ValenceMatch_Negative","0","ValenceMatchingOnly","sinful","bloodshot","sinful-bloodshot","AbstractMismatch","NegativeMatch"
"114","67e830bb6eaebc236b9cd37e","control_MaxMatch_Negative_Abstract","0","MaxMatch","evil","sexist","evil-sexist","AbstractMatch","NegativeMatch"
"115","67e830bb6eaebc236b9cd37e","control_MaxMatch_Positive_Abstract","0","MaxMatch","lovable","sensible","lovable-sensible","AbstractMatch","PositiveMatch"
"116","67e830bb6eaebc236b9cd37e","control_Similar","99","SimilarControl","buy","purchase","buy-purchase","",""
"117","67e830bb6eaebc236b9cd37e","test_ValenceMatch_Positive","1","ValenceMatchingOnly","orange","honest","orange-honest","ConcreteMismatch","PositiveMatch"
"118","67e830bb6eaebc236b9cd37e","control_Dissimilar","1","DissimilarControl","push","pull","push-pull","",""
"119","67e830bb6eaebc236b9cd37e","control_Similar","99","SimilarControl","show","display","show-display","",""
"120","67e830bb6eaebc236b9cd37e","test_ConceptualMatch_Concrete","1","ConceptualMatchingOnly","lilac","hairy","lilac-hairy","ConceptualMatch:concrete","PositiveMismatch"
"121","67e830bb6eaebc236b9cd37e","control_MaxMatch_Negative_Concrete","0","MaxMatch","headless","thorny","headless-thorny","ConcreteMatch","NegativeMatch"
"122","67e830bb6eaebc236b9cd37e","control_Dissimilar","0","DissimilarControl","add","remove","add-remove","",""
"123","67e830bb6eaebc236b9cd37e","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","crappy","divine","crappy-divine","ConceptualMatch:abstract","NegativeMismatch"
"124","67e830bb6eaebc236b9cd37e","control_MaxMismatch","0","MaxMismatch","thankful","thorny","thankful-thorny","AbstractMismatch","PositiveMismatch"
"125","67e830bb6eaebc236b9cd37e","control_MaxMatch_Positive_Concrete","0","MaxMatch","lilac","starry","lilac-starry","ConcreteMatch","PositiveMatch"
"126","67e830bb6eaebc236b9cd37e","test_ValenceMatch_Negative","0","ValenceMatchingOnly","disloyal","toothless","disloyal-toothless","AbstractMismatch","NegativeMatch"
"127","67e830bb6eaebc236b9cd37e","control_MaxMatch_Negative_Abstract","0","MaxMatch","soulless","disloyal","soulless-disloyal","AbstractMatch","NegativeMatch"
"128","67e830bb6eaebc236b9cd37e","control_MaxMatch_Positive_Abstract","0","MaxMatch","lovable","mindful","lovable-mindful","AbstractMatch","PositiveMatch"
"129","67e830bb6eaebc236b9cd37e","control_Similar","98","SimilarControl","ask","inquire","ask-inquire","",""
"130","67e830bb6eaebc236b9cd37e","test_ValenceMatch_Positive","0","ValenceMatchingOnly","pregnant","helpful","pregnant-helpful","ConcreteMismatch","PositiveMatch"
"131","6772be1363ec1102cc8bc48d","control_Dissimilar","87","DissimilarControl","come","go","come-go","",""
"132","6772be1363ec1102cc8bc48d","control_Similar","99","SimilarControl","end","finish","end-finish","",""
"133","6772be1363ec1102cc8bc48d","control_Dissimilar","32","DissimilarControl","add","remove","add-remove","",""
"134","6772be1363ec1102cc8bc48d","control_Similar","94","SimilarControl","help","assist","help-assist","",""
"135","6772be1363ec1102cc8bc48d","control_MaxMatch_Negative_Abstract","40","MaxMatch","soulless","disloyal","soulless-disloyal","AbstractMatch","NegativeMatch"
"136","6772be1363ec1102cc8bc48d","test_ValenceMatch_Positive","25","ValenceMatchingOnly","handmade","thankful","handmade-thankful","ConcreteMismatch","PositiveMatch"
"137","6772be1363ec1102cc8bc48d","control_MaxMatch_Positive_Abstract","15","MaxMatch","lovable","splendid","lovable-splendid","AbstractMatch","PositiveMatch"
"138","6772be1363ec1102cc8bc48d","control_MaxMismatch","0","MaxMismatch","pleasant","bloodshot","pleasant-bloodshot","AbstractMismatch","PositiveMismatch"
"139","6772be1363ec1102cc8bc48d","control_MaxMatch_Positive_Concrete","71","MaxMatch","female","pregnant","female-pregnant","ConcreteMatch","PositiveMatch"
"140","6772be1363ec1102cc8bc48d","control_MaxMatch_Negative_Concrete","77","MaxMatch","thorny","wrinkled","thorny-wrinkled","ConcreteMatch","NegativeMatch"
"141","6772be1363ec1102cc8bc48d","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","heartless","honest","heartless-honest","ConceptualMatch:abstract","NegativeMismatch"
"142","6772be1363ec1102cc8bc48d","test_ValenceMatch_Negative","99","ValenceMatchingOnly","evil","bloody","evil-bloody","AbstractMismatch","NegativeMatch"
"143","6772be1363ec1102cc8bc48d","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","pregnant","bloody","pregnant-bloody","ConceptualMatch:concrete","PositiveMismatch"
"144","6772be1363ec1102cc8bc48d","control_Dissimilar","48","DissimilarControl","enter","exit","enter-exit","",""
"145","6772be1363ec1102cc8bc48d","control_Similar","34","SimilarControl","use","employ","use-employ","",""
"146","6772be1363ec1102cc8bc48d","control_Dissimilar","35","DissimilarControl","open","close","open-close","",""
"147","6772be1363ec1102cc8bc48d","control_Similar","87","SimilarControl","begin","start","begin-start","",""
"148","6772be1363ec1102cc8bc48d","control_MaxMatch_Negative_Abstract","88","MaxMatch","worthless","crappy","worthless-crappy","AbstractMatch","NegativeMatch"
"149","6772be1363ec1102cc8bc48d","test_ValenceMatch_Positive","80","ValenceMatchingOnly","starry","divine","starry-divine","ConcreteMismatch","PositiveMatch"
"150","6772be1363ec1102cc8bc48d","control_MaxMatch_Positive_Abstract","62","MaxMatch","possible","mindful","possible-mindful","AbstractMatch","PositiveMatch"
"151","6772be1363ec1102cc8bc48d","control_MaxMismatch","3","MaxMismatch","pleasant","dirty","pleasant-dirty","AbstractMismatch","PositiveMismatch"
"152","6772be1363ec1102cc8bc48d","control_MaxMatch_Positive_Concrete","44","MaxMatch","human","handmade","human-handmade","ConcreteMatch","PositiveMatch"
"153","6772be1363ec1102cc8bc48d","control_MaxMatch_Negative_Concrete","20","MaxMatch","bloodshot","thorny","bloodshot-thorny","ConcreteMatch","NegativeMatch"
"154","6772be1363ec1102cc8bc48d","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","stupid","thankful","stupid-thankful","ConceptualMatch:abstract","NegativeMismatch"
"155","6772be1363ec1102cc8bc48d","test_ValenceMatch_Negative","0","ValenceMatchingOnly","disloyal","thorny","disloyal-thorny","AbstractMismatch","NegativeMatch"
"156","6772be1363ec1102cc8bc48d","test_ConceptualMatch_Concrete","1","ConceptualMatchingOnly","sunny","bloodshot","sunny-bloodshot","ConceptualMatch:concrete","PositiveMismatch"
"157","6772be1363ec1102cc8bc48d","control_Dissimilar","15","DissimilarControl","increase","decrease","increase-decrease","",""
"158","6772be1363ec1102cc8bc48d","control_Similar","99","SimilarControl","buy","purchase","buy-purchase","",""
"159","6772be1363ec1102cc8bc48d","control_Dissimilar","10","DissimilarControl","arrive","leave","arrive-leave","",""
"160","6772be1363ec1102cc8bc48d","control_Similar","78","SimilarControl","need","require","need-require","",""
"161","6772be1363ec1102cc8bc48d","control_MaxMatch_Negative_Abstract","13","MaxMatch","heartless","stupid","heartless-stupid","AbstractMatch","NegativeMatch"
"162","6772be1363ec1102cc8bc48d","test_ValenceMatch_Positive","45","ValenceMatchingOnly","handmade","helpful","handmade-helpful","ConcreteMismatch","PositiveMatch"
"163","6772be1363ec1102cc8bc48d","control_MaxMatch_Positive_Abstract","23","MaxMatch","thankful","possible","thankful-possible","AbstractMatch","PositiveMatch"
"164","6772be1363ec1102cc8bc48d","control_MaxMismatch","0","MaxMismatch","sensible","freezing","sensible-freezing","AbstractMismatch","PositiveMismatch"
"165","6772be1363ec1102cc8bc48d","control_MaxMatch_Positive_Concrete","0","MaxMatch","starry","handmade","starry-handmade","ConcreteMatch","PositiveMatch"
"166","6772be1363ec1102cc8bc48d","control_MaxMatch_Negative_Concrete","0","MaxMatch","headless","bloodshot","headless-bloodshot","ConcreteMatch","NegativeMatch"
"167","6772be1363ec1102cc8bc48d","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","worthless","mindful","worthless-mindful","ConceptualMatch:abstract","NegativeMismatch"
"168","6772be1363ec1102cc8bc48d","test_ValenceMatch_Negative","0","ValenceMatchingOnly","crappy","thorny","crappy-thorny","AbstractMismatch","NegativeMatch"
"169","6772be1363ec1102cc8bc48d","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","starry","freezing","starry-freezing","ConceptualMatch:concrete","PositiveMismatch"
"170","6772be1363ec1102cc8bc48d","control_Dissimilar","2","DissimilarControl","begin","end","begin-end","",""
"171","6772be1363ec1102cc8bc48d","control_Similar","89","SimilarControl","show","display","show-display","",""
"172","6772be1363ec1102cc8bc48d","control_Dissimilar","11","DissimilarControl","rise","fall","rise-fall","",""
"173","6772be1363ec1102cc8bc48d","control_Similar","99","SimilarControl","get","obtain","get-obtain","",""
"174","6772be1363ec1102cc8bc48d","control_MaxMatch_Negative_Abstract","80","MaxMatch","evil","disloyal","evil-disloyal","AbstractMatch","NegativeMatch"
"175","6772be1363ec1102cc8bc48d","test_ValenceMatch_Positive","0","ValenceMatchingOnly","newborn","helpful","newborn-helpful","ConcreteMismatch","PositiveMatch"
"176","6772be1363ec1102cc8bc48d","control_MaxMatch_Positive_Abstract","17","MaxMatch","sensible","helpful","sensible-helpful","AbstractMatch","PositiveMatch"
"177","6772be1363ec1102cc8bc48d","control_MaxMismatch","0","MaxMismatch","splendid","bloody","splendid-bloody","AbstractMismatch","PositiveMismatch"
"178","6772be1363ec1102cc8bc48d","control_MaxMatch_Positive_Concrete","0","MaxMatch","sunny","orange","sunny-orange","ConcreteMatch","PositiveMatch"
"179","6772be1363ec1102cc8bc48d","control_MaxMatch_Negative_Concrete","8","MaxMatch","rusted","wrinkled","rusted-wrinkled","ConcreteMatch","NegativeMatch"
"180","6772be1363ec1102cc8bc48d","test_ConceptualMatch_Abstract","0","ConceptualMatchingOnly","sexist","pleasant","sexist-pleasant","ConceptualMatch:abstract","NegativeMismatch"
"181","6772be1363ec1102cc8bc48d","test_ValenceMatch_Negative","2","ValenceMatchingOnly","soulless","bloodshot","soulless-bloodshot","AbstractMismatch","NegativeMatch"
"182","6772be1363ec1102cc8bc48d","test_ConceptualMatch_Concrete","0","ConceptualMatchingOnly","sunny","bloody","sunny-bloody","ConceptualMatch:concrete","PositiveMismatch"
"183","6772be1363ec1102cc8bc48d","control_Dissimilar","51","DissimilarControl","push","pull","push-pull","",""
"184","6772be1363ec1102cc8bc48d","control_Similar","99","SimilarControl","speak","talk","speak-talk","",""
"185","6772be1363ec1102cc8bc48d","control_Dissimilar","2","DissimilarControl","give","take","give-take","",""
"186","6772be1363ec1102cc8bc48d","control_Similar","99","SimilarControl","ask","inquire","ask-inquire","",""
"187","6772be1363ec1102cc8bc48d","control_MaxMatch_Negative_Abstract","99","MaxMatch","awful","crappy","awful-crappy","AbstractMatch","NegativeMatch"
"188","6772be1363ec1102cc8bc48d","test_ValenceMatch_Positive","0","ValenceMatchingOnly","handmade","honest","handmade-honest","ConcreteMismatch","PositiveMatch"
"189","6772be1363ec1102cc8bc48d","control_MaxMatch_Positive_Abstract","22","MaxMatch","helpful","divine","helpful-divine","AbstractMatch","PositiveMatch"
"190","6772be1363ec1102cc8bc48d","control_MaxMismatch","0","MaxMismatch","helpful","headless","helpful-headless","AbstractMismatch","PositiveMismatch"
"191","6772be1363ec1102cc8bc48d","control_MaxMatch_Positive_Concrete","99","MaxMatch","human","newborn","human-newborn","ConcreteMatch","PositiveMatch"
"192","6772be1363ec1102cc8bc48d","control_MaxMatch_Negative_Concrete","54","MaxMatch","dirty","wrinkled","dirty-wrinkled","ConcreteMatch","NegativeMatch"
"193","6772be1363ec1102cc8bc48d","test_ConceptualMatch_Abstract","2","ConceptualMatchingOnly","sexist","sensible","sexist-sensible","ConceptualMatch:abstract","NegativeMismatch"
"194","6772be1363ec1102cc8bc48d","test_ValenceMatch_Negative","0","ValenceMatchingOnly","awful","wrinkled","awful-wrinkled","AbstractMismatch","NegativeMatch"
