Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,FeatureMatchSpecific
nauseous,cheerful,physical-negative,social-positive,MaxMismatch,pn-sp
nauseous,easygoing,physical-negative,social-positive,MaxMismatch,pn-sp
nauseous,carefree,physical-negative,social-positive,MaxMismatch,pn-sp
nauseous,hilarious,physical-negative,social-positive,MaxMismatch,pn-sp
nauseous,selfless,physical-negative,social-positive,MaxMismatch,pn-sp
nauseous,dependable,physical-negative,social-positive,MaxMismatch,pn-sp
nauseous,courageous,physical-negative,social-positive,MaxMismatch,pn-sp
nauseous,witty,physical-negative,social-positive,MaxMismatch,pn-sp
nauseous,fluffy,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
nauseous,sunny,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
nauseous,blooming,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
nauseous,floral,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
nauseous,oceanic,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
nauseous,decorative,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
nauseous,nutritious,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
nauseous,homemade,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
nauseous,radiant,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
nauseous,newborn,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
nauseous,insulting,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
nauseous,greedy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
nauseous,grumpy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
nauseous,heartbroken,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
nauseous,racist,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
nauseous,dreaded,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
nauseous,humiliating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
nauseous,stingy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
nauseous,infuriating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
nauseous,hateful,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
excruciating,moldy,physical-negative,physical-negative,MaxMatch,pn-pn
excruciating,nauseous,physical-negative,physical-negative,MaxMatch,pn-pn
excruciating,excruciating,physical-negative,physical-negative,SelfPair,pn-pn
excruciating,comatose,physical-negative,physical-negative,MaxMatch,pn-pn
excruciating,obese,physical-negative,physical-negative,MaxMatch,pn-pn
excruciating,lifeless,physical-negative,physical-negative,MaxMatch,pn-pn
excruciating,rancid,physical-negative,physical-negative,MaxMatch,pn-pn
excruciating,seasick,physical-negative,physical-negative,MaxMatch,pn-pn
excruciating,itchy,physical-negative,physical-negative,MaxMatch,pn-pn
excruciating,smelly,physical-negative,physical-negative,MaxMatch,pn-pn
excruciating,brotherly,physical-negative,social-positive,MaxMismatch,pn-sp
excruciating,joyful,physical-negative,social-positive,MaxMismatch,pn-sp
excruciating,cheerful,physical-negative,social-positive,MaxMismatch,pn-sp
excruciating,easygoing,physical-negative,social-positive,MaxMismatch,pn-sp
excruciating,carefree,physical-negative,social-positive,MaxMismatch,pn-sp
excruciating,hilarious,physical-negative,social-positive,MaxMismatch,pn-sp
excruciating,selfless,physical-negative,social-positive,MaxMismatch,pn-sp
excruciating,dependable,physical-negative,social-positive,MaxMismatch,pn-sp
excruciating,courageous,physical-negative,social-positive,MaxMismatch,pn-sp
excruciating,witty,physical-negative,social-positive,MaxMismatch,pn-sp
excruciating,fluffy,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
excruciating,sunny,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
excruciating,blooming,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
excruciating,floral,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
excruciating,oceanic,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
excruciating,decorative,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
excruciating,nutritious,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
excruciating,homemade,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
excruciating,radiant,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
excruciating,newborn,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
excruciating,insulting,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
excruciating,greedy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
excruciating,grumpy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
excruciating,heartbroken,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
excruciating,racist,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
excruciating,dreaded,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
excruciating,humiliating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
excruciating,stingy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
excruciating,infuriating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
excruciating,hateful,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
comatose,moldy,physical-negative,physical-negative,MaxMatch,pn-pn
comatose,nauseous,physical-negative,physical-negative,MaxMatch,pn-pn
comatose,excruciating,physical-negative,physical-negative,MaxMatch,pn-pn
comatose,comatose,physical-negative,physical-negative,SelfPair,pn-pn
comatose,obese,physical-negative,physical-negative,MaxMatch,pn-pn
comatose,lifeless,physical-negative,physical-negative,MaxMatch,pn-pn
comatose,rancid,physical-negative,physical-negative,MaxMatch,pn-pn
comatose,seasick,physical-negative,physical-negative,MaxMatch,pn-pn
comatose,itchy,physical-negative,physical-negative,MaxMatch,pn-pn
comatose,smelly,physical-negative,physical-negative,MaxMatch,pn-pn
comatose,brotherly,physical-negative,social-positive,MaxMismatch,pn-sp
comatose,joyful,physical-negative,social-positive,MaxMismatch,pn-sp
comatose,cheerful,physical-negative,social-positive,MaxMismatch,pn-sp
comatose,easygoing,physical-negative,social-positive,MaxMismatch,pn-sp
comatose,carefree,physical-negative,social-positive,MaxMismatch,pn-sp
comatose,hilarious,physical-negative,social-positive,MaxMismatch,pn-sp
comatose,selfless,physical-negative,social-positive,MaxMismatch,pn-sp
comatose,dependable,physical-negative,social-positive,MaxMismatch,pn-sp
comatose,courageous,physical-negative,social-positive,MaxMismatch,pn-sp
comatose,witty,physical-negative,social-positive,MaxMismatch,pn-sp
comatose,fluffy,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
comatose,sunny,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
comatose,blooming,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
comatose,floral,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
comatose,oceanic,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
comatose,decorative,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
comatose,nutritious,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
comatose,homemade,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
comatose,radiant,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
comatose,newborn,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
comatose,insulting,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
comatose,greedy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
comatose,grumpy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
comatose,heartbroken,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
comatose,racist,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
comatose,dreaded,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
comatose,humiliating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
comatose,stingy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
comatose,infuriating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
comatose,hateful,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
obese,moldy,physical-negative,physical-negative,MaxMatch,pn-pn
obese,nauseous,physical-negative,physical-negative,MaxMatch,pn-pn
obese,excruciating,physical-negative,physical-negative,MaxMatch,pn-pn
obese,comatose,physical-negative,physical-negative,MaxMatch,pn-pn
obese,obese,physical-negative,physical-negative,SelfPair,pn-pn
obese,lifeless,physical-negative,physical-negative,MaxMatch,pn-pn
obese,rancid,physical-negative,physical-negative,MaxMatch,pn-pn
obese,seasick,physical-negative,physical-negative,MaxMatch,pn-pn
obese,itchy,physical-negative,physical-negative,MaxMatch,pn-pn
obese,smelly,physical-negative,physical-negative,MaxMatch,pn-pn
obese,brotherly,physical-negative,social-positive,MaxMismatch,pn-sp
obese,joyful,physical-negative,social-positive,MaxMismatch,pn-sp
obese,cheerful,physical-negative,social-positive,MaxMismatch,pn-sp
obese,easygoing,physical-negative,social-positive,MaxMismatch,pn-sp
obese,carefree,physical-negative,social-positive,MaxMismatch,pn-sp
obese,hilarious,physical-negative,social-positive,MaxMismatch,pn-sp
obese,selfless,physical-negative,social-positive,MaxMismatch,pn-sp
obese,dependable,physical-negative,social-positive,MaxMismatch,pn-sp
obese,courageous,physical-negative,social-positive,MaxMismatch,pn-sp
obese,witty,physical-negative,social-positive,MaxMismatch,pn-sp
obese,fluffy,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
obese,sunny,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
obese,blooming,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
obese,floral,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
obese,oceanic,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
obese,decorative,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
obese,nutritious,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
obese,homemade,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
obese,radiant,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
obese,newborn,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
obese,insulting,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
obese,greedy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
obese,grumpy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
obese,heartbroken,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
obese,racist,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
obese,dreaded,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
obese,humiliating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
obese,stingy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
obese,infuriating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
obese,hateful,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
lifeless,moldy,physical-negative,physical-negative,MaxMatch,pn-pn
lifeless,nauseous,physical-negative,physical-negative,MaxMatch,pn-pn
lifeless,excruciating,physical-negative,physical-negative,MaxMatch,pn-pn
lifeless,comatose,physical-negative,physical-negative,MaxMatch,pn-pn
lifeless,obese,physical-negative,physical-negative,MaxMatch,pn-pn
lifeless,lifeless,physical-negative,physical-negative,SelfPair,pn-pn
lifeless,rancid,physical-negative,physical-negative,MaxMatch,pn-pn
lifeless,seasick,physical-negative,physical-negative,MaxMatch,pn-pn
lifeless,itchy,physical-negative,physical-negative,MaxMatch,pn-pn
lifeless,smelly,physical-negative,physical-negative,MaxMatch,pn-pn
lifeless,brotherly,physical-negative,social-positive,MaxMismatch,pn-sp
lifeless,joyful,physical-negative,social-positive,MaxMismatch,pn-sp
lifeless,cheerful,physical-negative,social-positive,MaxMismatch,pn-sp
lifeless,easygoing,physical-negative,social-positive,MaxMismatch,pn-sp
lifeless,carefree,physical-negative,social-positive,MaxMismatch,pn-sp
lifeless,hilarious,physical-negative,social-positive,MaxMismatch,pn-sp
lifeless,selfless,physical-negative,social-positive,MaxMismatch,pn-sp
lifeless,dependable,physical-negative,social-positive,MaxMismatch,pn-sp
lifeless,courageous,physical-negative,social-positive,MaxMismatch,pn-sp
lifeless,witty,physical-negative,social-positive,MaxMismatch,pn-sp
lifeless,fluffy,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
lifeless,sunny,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
lifeless,blooming,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
lifeless,floral,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
lifeless,oceanic,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
lifeless,decorative,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
lifeless,nutritious,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
lifeless,homemade,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
lifeless,radiant,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
lifeless,newborn,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
lifeless,insulting,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
lifeless,greedy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
lifeless,grumpy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
lifeless,heartbroken,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
lifeless,racist,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
lifeless,dreaded,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
lifeless,humiliating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
lifeless,stingy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
lifeless,infuriating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
lifeless,hateful,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
rancid,moldy,physical-negative,physical-negative,MaxMatch,pn-pn
rancid,nauseous,physical-negative,physical-negative,MaxMatch,pn-pn
rancid,excruciating,physical-negative,physical-negative,MaxMatch,pn-pn
rancid,comatose,physical-negative,physical-negative,MaxMatch,pn-pn
rancid,obese,physical-negative,physical-negative,MaxMatch,pn-pn
rancid,lifeless,physical-negative,physical-negative,MaxMatch,pn-pn
rancid,rancid,physical-negative,physical-negative,SelfPair,pn-pn
rancid,seasick,physical-negative,physical-negative,MaxMatch,pn-pn
rancid,itchy,physical-negative,physical-negative,MaxMatch,pn-pn
rancid,smelly,physical-negative,physical-negative,MaxMatch,pn-pn
rancid,brotherly,physical-negative,social-positive,MaxMismatch,pn-sp
rancid,joyful,physical-negative,social-positive,MaxMismatch,pn-sp
rancid,cheerful,physical-negative,social-positive,MaxMismatch,pn-sp
rancid,easygoing,physical-negative,social-positive,MaxMismatch,pn-sp
rancid,carefree,physical-negative,social-positive,MaxMismatch,pn-sp
rancid,hilarious,physical-negative,social-positive,MaxMismatch,pn-sp
rancid,selfless,physical-negative,social-positive,MaxMismatch,pn-sp
rancid,dependable,physical-negative,social-positive,MaxMismatch,pn-sp
rancid,courageous,physical-negative,social-positive,MaxMismatch,pn-sp
rancid,witty,physical-negative,social-positive,MaxMismatch,pn-sp
rancid,fluffy,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
rancid,sunny,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
rancid,blooming,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
rancid,floral,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
rancid,oceanic,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
rancid,decorative,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
rancid,nutritious,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
rancid,homemade,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
rancid,radiant,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
rancid,newborn,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
rancid,insulting,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
rancid,greedy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
rancid,grumpy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
rancid,heartbroken,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
rancid,racist,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
rancid,dreaded,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
rancid,humiliating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
rancid,stingy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
rancid,infuriating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
rancid,hateful,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
seasick,moldy,physical-negative,physical-negative,MaxMatch,pn-pn
seasick,nauseous,physical-negative,physical-negative,MaxMatch,pn-pn
seasick,excruciating,physical-negative,physical-negative,MaxMatch,pn-pn
seasick,comatose,physical-negative,physical-negative,MaxMatch,pn-pn
seasick,obese,physical-negative,physical-negative,MaxMatch,pn-pn
seasick,lifeless,physical-negative,physical-negative,MaxMatch,pn-pn
seasick,rancid,physical-negative,physical-negative,MaxMatch,pn-pn
seasick,seasick,physical-negative,physical-negative,SelfPair,pn-pn
seasick,itchy,physical-negative,physical-negative,MaxMatch,pn-pn
seasick,smelly,physical-negative,physical-negative,MaxMatch,pn-pn
seasick,brotherly,physical-negative,social-positive,MaxMismatch,pn-sp
seasick,joyful,physical-negative,social-positive,MaxMismatch,pn-sp
seasick,cheerful,physical-negative,social-positive,MaxMismatch,pn-sp
seasick,easygoing,physical-negative,social-positive,MaxMismatch,pn-sp
seasick,carefree,physical-negative,social-positive,MaxMismatch,pn-sp
seasick,hilarious,physical-negative,social-positive,MaxMismatch,pn-sp
seasick,selfless,physical-negative,social-positive,MaxMismatch,pn-sp
seasick,dependable,physical-negative,social-positive,MaxMismatch,pn-sp
seasick,courageous,physical-negative,social-positive,MaxMismatch,pn-sp
seasick,witty,physical-negative,social-positive,MaxMismatch,pn-sp
seasick,fluffy,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
seasick,sunny,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
seasick,blooming,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
seasick,floral,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
seasick,oceanic,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
seasick,decorative,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
seasick,nutritious,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
seasick,homemade,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
seasick,radiant,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
seasick,newborn,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
seasick,insulting,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
seasick,greedy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
seasick,grumpy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
seasick,heartbroken,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
seasick,racist,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
seasick,dreaded,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
seasick,humiliating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
seasick,stingy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
seasick,infuriating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
seasick,hateful,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
itchy,moldy,physical-negative,physical-negative,MaxMatch,pn-pn
itchy,nauseous,physical-negative,physical-negative,MaxMatch,pn-pn
itchy,excruciating,physical-negative,physical-negative,MaxMatch,pn-pn
itchy,comatose,physical-negative,physical-negative,MaxMatch,pn-pn
itchy,obese,physical-negative,physical-negative,MaxMatch,pn-pn
itchy,lifeless,physical-negative,physical-negative,MaxMatch,pn-pn
itchy,rancid,physical-negative,physical-negative,MaxMatch,pn-pn
itchy,seasick,physical-negative,physical-negative,MaxMatch,pn-pn
itchy,itchy,physical-negative,physical-negative,SelfPair,pn-pn
itchy,smelly,physical-negative,physical-negative,MaxMatch,pn-pn
itchy,brotherly,physical-negative,social-positive,MaxMismatch,pn-sp
itchy,joyful,physical-negative,social-positive,MaxMismatch,pn-sp
itchy,cheerful,physical-negative,social-positive,MaxMismatch,pn-sp
itchy,easygoing,physical-negative,social-positive,MaxMismatch,pn-sp
itchy,carefree,physical-negative,social-positive,MaxMismatch,pn-sp
itchy,hilarious,physical-negative,social-positive,MaxMismatch,pn-sp
itchy,selfless,physical-negative,social-positive,MaxMismatch,pn-sp
itchy,dependable,physical-negative,social-positive,MaxMismatch,pn-sp
itchy,courageous,physical-negative,social-positive,MaxMismatch,pn-sp
itchy,witty,physical-negative,social-positive,MaxMismatch,pn-sp
itchy,fluffy,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
itchy,sunny,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
itchy,blooming,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
itchy,floral,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
itchy,oceanic,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
itchy,decorative,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
itchy,nutritious,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
itchy,homemade,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
itchy,radiant,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
itchy,newborn,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
itchy,insulting,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
itchy,greedy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
itchy,grumpy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
itchy,heartbroken,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
itchy,racist,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
itchy,dreaded,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
itchy,humiliating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
itchy,stingy,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
itchy,infuriating,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
itchy,hateful,physical-negative,social-negative,ValenceMatchingOnly,pn-sn
smelly,moldy,physical-negative,physical-negative,MaxMatch,pn-pn
smelly,nauseous,physical-negative,physical-negative,MaxMatch,pn-pn
smelly,excruciating,physical-negative,physical-negative,MaxMatch,pn-pn
smelly,comatose,physical-negative,physical-negative,MaxMatch,pn-pn
smelly,obese,physical-negative,physical-negative,MaxMatch,pn-pn
smelly,lifeless,physical-negative,physical-negative,MaxMatch,pn-pn
smelly,rancid,physical-negative,physical-negative,MaxMatch,pn-pn
smelly,seasick,physical-negative,physical-negative,MaxMatch,pn-pn
smelly,itchy,physical-negative,physical-negative,MaxMatch,pn-pn
smelly,smelly,physical-negative,physical-negative,SelfPair,pn-pn
smelly,brotherly,physical-negative,social-positive,MaxMismatch,pn-sp
smelly,joyful,physical-negative,social-positive,MaxMismatch,pn-sp
smelly,cheerful,physical-negative,social-positive,MaxMismatch,pn-sp
smelly,easygoing,physical-negative,social-positive,MaxMismatch,pn-sp
smelly,carefree,physical-negative,social-positive,MaxMismatch,pn-sp
smelly,hilarious,physical-negative,social-positive,MaxMismatch,pn-sp
smelly,selfless,physical-negative,social-positive,MaxMismatch,pn-sp
smelly,dependable,physical-negative,social-positive,MaxMismatch,pn-sp
smelly,courageous,physical-negative,social-positive,MaxMismatch,pn-sp
smelly,witty,physical-negative,social-positive,MaxMismatch,pn-sp
smelly,fluffy,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
smelly,sunny,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
smelly,blooming,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
smelly,floral,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
smelly,oceanic,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
smelly,decorative,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
smelly,nutritious,physical-negative,physical-positive,ConceptualMatchingOnly,pn-pp
