Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,FeatureMatchSpecific
evil,hairy,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
evil,dirty,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
evil,wrinkled,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
evil,freezing,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
evil,bloody,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
soulless,worthless,abstract-negative,abstract-negative,MaxMatch,an-an
soulless,awful,abstract-negative,abstract-negative,MaxMatch,an-an
soulless,evil,abstract-negative,abstract-negative,MaxMatch,an-an
soulless,soulless,abstract-negative,abstract-negative,SelfPair,an-an
soulless,heartless,abstract-negative,abstract-negative,MaxMatch,an-an
soulless,sexist,abstract-negative,abstract-negative,MaxMatch,an-an
soulless,crappy,abstract-negative,abstract-negative,MaxMatch,an-an
soulless,stupid,abstract-negative,abstract-negative,MaxMatch,an-an
soulless,sinful,abstract-negative,abstract-negative,MaxMatch,an-an
soulless,disloyal,abstract-negative,abstract-negative,MaxMatch,an-an
soulless,sunny,abstract-negative,concrete-positive,MaxMismatch,an-cp
soulless,lilac,abstract-negative,concrete-positive,MaxMismatch,an-cp
soulless,human,abstract-negative,concrete-positive,MaxMismatch,an-cp
soulless,female,abstract-negative,concrete-positive,MaxMismatch,an-cp
soulless,newborn,abstract-negative,concrete-positive,MaxMismatch,an-cp
soulless,blooming,abstract-negative,concrete-positive,MaxMismatch,an-cp
soulless,orange,abstract-negative,concrete-positive,MaxMismatch,an-cp
soulless,starry,abstract-negative,concrete-positive,MaxMismatch,an-cp
soulless,pregnant,abstract-negative,concrete-positive,MaxMismatch,an-cp
soulless,handmade,abstract-negative,concrete-positive,MaxMismatch,an-cp
soulless,honest,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
soulless,lovable,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
soulless,thankful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
soulless,splendid,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
soulless,possible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
soulless,sensible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
soulless,mindful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
soulless,pleasant,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
soulless,helpful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
soulless,divine,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
soulless,toothless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
soulless,headless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
soulless,bloodshot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
soulless,rusted,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
soulless,thorny,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
soulless,hairy,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
soulless,dirty,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
soulless,wrinkled,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
soulless,freezing,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
soulless,bloody,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
heartless,worthless,abstract-negative,abstract-negative,MaxMatch,an-an
heartless,awful,abstract-negative,abstract-negative,MaxMatch,an-an
heartless,evil,abstract-negative,abstract-negative,MaxMatch,an-an
heartless,soulless,abstract-negative,abstract-negative,MaxMatch,an-an
heartless,heartless,abstract-negative,abstract-negative,SelfPair,an-an
heartless,sexist,abstract-negative,abstract-negative,MaxMatch,an-an
heartless,crappy,abstract-negative,abstract-negative,MaxMatch,an-an
heartless,stupid,abstract-negative,abstract-negative,MaxMatch,an-an
heartless,sinful,abstract-negative,abstract-negative,MaxMatch,an-an
heartless,disloyal,abstract-negative,abstract-negative,MaxMatch,an-an
heartless,sunny,abstract-negative,concrete-positive,MaxMismatch,an-cp
heartless,lilac,abstract-negative,concrete-positive,MaxMismatch,an-cp
heartless,human,abstract-negative,concrete-positive,MaxMismatch,an-cp
heartless,female,abstract-negative,concrete-positive,MaxMismatch,an-cp
heartless,newborn,abstract-negative,concrete-positive,MaxMismatch,an-cp
heartless,blooming,abstract-negative,concrete-positive,MaxMismatch,an-cp
heartless,orange,abstract-negative,concrete-positive,MaxMismatch,an-cp
heartless,starry,abstract-negative,concrete-positive,MaxMismatch,an-cp
heartless,pregnant,abstract-negative,concrete-positive,MaxMismatch,an-cp
heartless,handmade,abstract-negative,concrete-positive,MaxMismatch,an-cp
heartless,honest,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
heartless,lovable,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
heartless,thankful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
heartless,splendid,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
heartless,possible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
heartless,sensible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
heartless,mindful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
heartless,pleasant,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
heartless,helpful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
heartless,divine,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
heartless,toothless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
heartless,headless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
heartless,bloodshot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
heartless,rusted,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
heartless,thorny,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
heartless,hairy,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
heartless,dirty,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
heartless,wrinkled,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
heartless,freezing,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
heartless,bloody,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sexist,worthless,abstract-negative,abstract-negative,MaxMatch,an-an
sexist,awful,abstract-negative,abstract-negative,MaxMatch,an-an
sexist,evil,abstract-negative,abstract-negative,MaxMatch,an-an
sexist,soulless,abstract-negative,abstract-negative,MaxMatch,an-an
sexist,heartless,abstract-negative,abstract-negative,MaxMatch,an-an
sexist,sexist,abstract-negative,abstract-negative,SelfPair,an-an
sexist,crappy,abstract-negative,abstract-negative,MaxMatch,an-an
sexist,stupid,abstract-negative,abstract-negative,MaxMatch,an-an
sexist,sinful,abstract-negative,abstract-negative,MaxMatch,an-an
sexist,disloyal,abstract-negative,abstract-negative,MaxMatch,an-an
sexist,sunny,abstract-negative,concrete-positive,MaxMismatch,an-cp
sexist,lilac,abstract-negative,concrete-positive,MaxMismatch,an-cp
sexist,human,abstract-negative,concrete-positive,MaxMismatch,an-cp
sexist,female,abstract-negative,concrete-positive,MaxMismatch,an-cp
sexist,newborn,abstract-negative,concrete-positive,MaxMismatch,an-cp
sexist,blooming,abstract-negative,concrete-positive,MaxMismatch,an-cp
sexist,orange,abstract-negative,concrete-positive,MaxMismatch,an-cp
sexist,starry,abstract-negative,concrete-positive,MaxMismatch,an-cp
sexist,pregnant,abstract-negative,concrete-positive,MaxMismatch,an-cp
sexist,handmade,abstract-negative,concrete-positive,MaxMismatch,an-cp
sexist,honest,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sexist,lovable,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sexist,thankful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sexist,splendid,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sexist,possible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sexist,sensible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sexist,mindful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sexist,pleasant,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sexist,helpful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sexist,divine,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sexist,toothless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sexist,headless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sexist,bloodshot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sexist,rusted,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sexist,thorny,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sexist,hairy,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sexist,dirty,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sexist,wrinkled,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sexist,freezing,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sexist,bloody,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
crappy,worthless,abstract-negative,abstract-negative,MaxMatch,an-an
crappy,awful,abstract-negative,abstract-negative,MaxMatch,an-an
crappy,evil,abstract-negative,abstract-negative,MaxMatch,an-an
crappy,soulless,abstract-negative,abstract-negative,MaxMatch,an-an
crappy,heartless,abstract-negative,abstract-negative,MaxMatch,an-an
crappy,sexist,abstract-negative,abstract-negative,MaxMatch,an-an
crappy,crappy,abstract-negative,abstract-negative,SelfPair,an-an
crappy,stupid,abstract-negative,abstract-negative,MaxMatch,an-an
crappy,sinful,abstract-negative,abstract-negative,MaxMatch,an-an
crappy,disloyal,abstract-negative,abstract-negative,MaxMatch,an-an
crappy,sunny,abstract-negative,concrete-positive,MaxMismatch,an-cp
crappy,lilac,abstract-negative,concrete-positive,MaxMismatch,an-cp
crappy,human,abstract-negative,concrete-positive,MaxMismatch,an-cp
crappy,female,abstract-negative,concrete-positive,MaxMismatch,an-cp
crappy,newborn,abstract-negative,concrete-positive,MaxMismatch,an-cp
crappy,blooming,abstract-negative,concrete-positive,MaxMismatch,an-cp
crappy,orange,abstract-negative,concrete-positive,MaxMismatch,an-cp
crappy,starry,abstract-negative,concrete-positive,MaxMismatch,an-cp
crappy,pregnant,abstract-negative,concrete-positive,MaxMismatch,an-cp
crappy,handmade,abstract-negative,concrete-positive,MaxMismatch,an-cp
crappy,honest,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
crappy,lovable,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
crappy,thankful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
crappy,splendid,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
crappy,possible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
crappy,sensible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
crappy,mindful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
crappy,pleasant,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
crappy,helpful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
crappy,divine,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
crappy,toothless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
crappy,headless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
crappy,bloodshot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
crappy,rusted,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
crappy,thorny,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
crappy,hairy,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
crappy,dirty,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
crappy,wrinkled,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
crappy,freezing,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
crappy,bloody,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
stupid,worthless,abstract-negative,abstract-negative,MaxMatch,an-an
stupid,awful,abstract-negative,abstract-negative,MaxMatch,an-an
stupid,evil,abstract-negative,abstract-negative,MaxMatch,an-an
stupid,soulless,abstract-negative,abstract-negative,MaxMatch,an-an
stupid,heartless,abstract-negative,abstract-negative,MaxMatch,an-an
stupid,sexist,abstract-negative,abstract-negative,MaxMatch,an-an
stupid,crappy,abstract-negative,abstract-negative,MaxMatch,an-an
stupid,stupid,abstract-negative,abstract-negative,SelfPair,an-an
stupid,sinful,abstract-negative,abstract-negative,MaxMatch,an-an
stupid,disloyal,abstract-negative,abstract-negative,MaxMatch,an-an
stupid,sunny,abstract-negative,concrete-positive,MaxMismatch,an-cp
stupid,lilac,abstract-negative,concrete-positive,MaxMismatch,an-cp
stupid,human,abstract-negative,concrete-positive,MaxMismatch,an-cp
stupid,female,abstract-negative,concrete-positive,MaxMismatch,an-cp
stupid,newborn,abstract-negative,concrete-positive,MaxMismatch,an-cp
stupid,blooming,abstract-negative,concrete-positive,MaxMismatch,an-cp
stupid,orange,abstract-negative,concrete-positive,MaxMismatch,an-cp
stupid,starry,abstract-negative,concrete-positive,MaxMismatch,an-cp
stupid,pregnant,abstract-negative,concrete-positive,MaxMismatch,an-cp
stupid,handmade,abstract-negative,concrete-positive,MaxMismatch,an-cp
stupid,honest,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
stupid,lovable,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
stupid,thankful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
stupid,splendid,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
stupid,possible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
stupid,sensible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
stupid,mindful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
stupid,pleasant,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
stupid,helpful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
stupid,divine,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
stupid,toothless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
stupid,headless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
stupid,bloodshot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
stupid,rusted,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
stupid,thorny,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
stupid,hairy,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
stupid,dirty,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
stupid,wrinkled,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
stupid,freezing,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
stupid,bloody,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sinful,worthless,abstract-negative,abstract-negative,MaxMatch,an-an
sinful,awful,abstract-negative,abstract-negative,MaxMatch,an-an
sinful,evil,abstract-negative,abstract-negative,MaxMatch,an-an
sinful,soulless,abstract-negative,abstract-negative,MaxMatch,an-an
sinful,heartless,abstract-negative,abstract-negative,MaxMatch,an-an
sinful,sexist,abstract-negative,abstract-negative,MaxMatch,an-an
sinful,crappy,abstract-negative,abstract-negative,MaxMatch,an-an
sinful,stupid,abstract-negative,abstract-negative,MaxMatch,an-an
sinful,sinful,abstract-negative,abstract-negative,SelfPair,an-an
sinful,disloyal,abstract-negative,abstract-negative,MaxMatch,an-an
sinful,sunny,abstract-negative,concrete-positive,MaxMismatch,an-cp
sinful,lilac,abstract-negative,concrete-positive,MaxMismatch,an-cp
sinful,human,abstract-negative,concrete-positive,MaxMismatch,an-cp
sinful,female,abstract-negative,concrete-positive,MaxMismatch,an-cp
sinful,newborn,abstract-negative,concrete-positive,MaxMismatch,an-cp
sinful,blooming,abstract-negative,concrete-positive,MaxMismatch,an-cp
sinful,orange,abstract-negative,concrete-positive,MaxMismatch,an-cp
sinful,starry,abstract-negative,concrete-positive,MaxMismatch,an-cp
sinful,pregnant,abstract-negative,concrete-positive,MaxMismatch,an-cp
sinful,handmade,abstract-negative,concrete-positive,MaxMismatch,an-cp
sinful,honest,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sinful,lovable,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sinful,thankful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sinful,splendid,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sinful,possible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sinful,sensible,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sinful,mindful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sinful,pleasant,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sinful,helpful,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sinful,divine,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
sinful,toothless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sinful,headless,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sinful,bloodshot,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sinful,rusted,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sinful,thorny,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sinful,hairy,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sinful,dirty,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sinful,wrinkled,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sinful,freezing,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
sinful,bloody,abstract-negative,concrete-negative,ValenceMatchingOnly,an-cn
disloyal,worthless,abstract-negative,abstract-negative,MaxMatch,an-an
disloyal,awful,abstract-negative,abstract-negative,MaxMatch,an-an
disloyal,evil,abstract-negative,abstract-negative,MaxMatch,an-an
disloyal,soulless,abstract-negative,abstract-negative,MaxMatch,an-an
disloyal,heartless,abstract-negative,abstract-negative,MaxMatch,an-an
disloyal,sexist,abstract-negative,abstract-negative,MaxMatch,an-an
disloyal,crappy,abstract-negative,abstract-negative,MaxMatch,an-an
disloyal,stupid,abstract-negative,abstract-negative,MaxMatch,an-an
disloyal,sinful,abstract-negative,abstract-negative,MaxMatch,an-an
disloyal,disloyal,abstract-negative,abstract-negative,SelfPair,an-an
disloyal,sunny,abstract-negative,concrete-positive,MaxMismatch,an-cp
disloyal,lilac,abstract-negative,concrete-positive,MaxMismatch,an-cp
disloyal,human,abstract-negative,concrete-positive,MaxMismatch,an-cp
disloyal,female,abstract-negative,concrete-positive,MaxMismatch,an-cp
disloyal,newborn,abstract-negative,concrete-positive,MaxMismatch,an-cp
disloyal,blooming,abstract-negative,concrete-positive,MaxMismatch,an-cp
disloyal,orange,abstract-negative,concrete-positive,MaxMismatch,an-cp
disloyal,starry,abstract-negative,concrete-positive,MaxMismatch,an-cp
disloyal,pregnant,abstract-negative,concrete-positive,MaxMismatch,an-cp
disloyal,handmade,abstract-negative,concrete-positive,MaxMismatch,an-cp
disloyal,honest,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
disloyal,lovable,abstract-negative,abstract-positive,ConceptualMatchingOnly,an-ap
